n;m;nsets
int;int;int
12;3;224
13;3;331
14;3;371
15;3;953
16;3;793
17;3;906
18;3;1555
19;3;2943
20;3;3146
22;3;2295
24;3;2192
26;3;3979
28;3;3894
30;3;14008
5;3;16
6;3;31
7;3;52
8;3;86
9;3;112
10;3;233
11;3;255
12;3;180
13;3;310
14;3;400
15;3;337
16;3;680
17;3;419
18;3;1055
19;3;1204
20;3;1704
22;3;886
24;3;5207
26;3;4606
28;3;7959
30;3;8440
5;3;20
6;3;23
7;3;52
8;3;88
9;3;81
10;3;220
11;3;141
12;3;325
13;3;268
14;3;254
15;3;1117
16;3;573
17;3;768
18;3;559
19;3;1774
20;3;1277
22;3;2764
24;3;5773
26;3;3230
28;3;2929
30;3;5987
5;3;20
6;3;36
7;3;40
8;3;84
9;3;103
10;3;308
11;3;135
12;3;219
13;3;169
14;3;187
15;3;632
16;3;460
17;3;766
18;3;1401
19;3;884
20;3;1864
22;3;3072
24;3;4793
26;3;4265
28;3;9631
30;3;8557
5;3;16
6;3;40
7;3;34
8;3;81
9;3;83
10;3;97
11;3;201
12;3;230
13;3;228
14;3;435
15;3;288
16;3;2152
17;3;895
18;3;900
19;3;3056
20;3;1590
22;3;3823
24;3;2945
26;3;7128
28;3;7742
30;3;15133
5;3;18
6;3;25
7;3;81
8;3;55
9;3;138
10;3;155
11;3;196
12;3;241
13;3;330
14;3;718
15;3;205
16;3;808
17;3;921
18;3;1325
19;3;1289
20;3;2852
22;3;2555
24;3;2413
26;3;8290
28;3;17919
30;3;10715
5;3;23
6;3;26
7;3;46
8;3;43
9;3;140
10;3;107
11;3;124
12;3;361
13;3;382
14;3;678
15;3;905
16;3;1676
17;3;1794
18;3;657
19;3;3682
20;3;1468
22;3;4391
24;3;4027
26;3;8497
28;3;24094
30;3;13744
5;3;13
6;3;38
7;3;69
8;3;152
9;3;122
10;3;86
11;3;135
12;3;395
13;3;298
14;3;569
15;3;1426
16;3;555
17;3;1381
18;3;460
19;3;452
20;3;1384
22;3;6851
24;3;1397
26;3;4946
28;3;8744
30;3;13865
5;3;17
6;3;23
7;3;36
8;3;109
9;3;49
10;3;91
11;3;224
12;3;266
13;3;450
14;3;370
15;3;306
16;3;568
17;3;601
18;3;594
19;3;1217
20;3;3002
22;3;4196
24;3;3029
26;3;10863
28;3;24849
30;3;8781
5;3;19
6;3;35
7;3;43
8;3;99
9;3;97
10;3;119
11;3;546
12;3;321
13;3;330
14;3;167
15;3;569
16;3;886
17;3;1120
18;3;406
19;3;1179
20;3;1737
22;3;3777
24;3;8281
26;3;5824
28;3;8207
30;3;8949
5;3;15
6;3;18
7;3;67
8;3;67
9;3;110
10;3;230
11;3;162
12;3;308
13;3;242
14;3;288
15;3;552
16;3;1434
17;3;1242
18;3;1360
19;3;1357
20;3;1720
22;3;2945
24;3;3294
26;3;3823
28;3;18448
30;3;6400
5;3;19
6;3;43
7;3;26
8;3;69
9;3;72
10;3;212
11;3;282
12;3;227
13;3;389
14;3;633
15;3;320
16;3;465
17;3;772
18;3;2452
19;3;1360
20;3;3205
22;3;1907
24;3;7215
26;3;7549
28;3;4321
30;3;5091
5;3;23
6;3;40
7;3;40
8;3;107
9;3;92
10;3;103
11;3;172
12;3;333
13;3;239
14;3;669
15;3;631
16;3;977
17;3;933
18;3;930
19;3;1147
20;3;2426
22;3;4472
24;3;3946
26;3;3397
28;3;9826
30;3;6729
5;3;20
6;3;27
7;3;46
8;3;59
9;3;98
10;3;132
11;3;167
12;3;231
13;3;352
14;3;763
15;3;351
16;3;256
17;3;1494
18;3;847
19;3;823
20;3;1011
22;3;2193
24;3;6669
26;3;4000
28;3;7381
30;3;7506
5;3;15
6;3;41
7;3;42
8;3;44
9;3;73
10;3;159
11;3;184
12;3;186
13;3;270
14;3;752
15;3;397
16;3;988
17;3;639
18;3;1720
19;3;2044
20;3;2523
22;3;3372
24;3;2938
26;3;3481
28;3;5159
30;3;9796
5;3;19
6;3;42
7;3;76
8;3;157
9;3;56
10;3;386
11;3;192
12;3;435
13;3;308
14;3;197
15;3;740
16;3;914
17;3;3191
18;3;1498
19;3;1245
20;3;1207
22;3;1084
24;3;2396
26;3;4128
28;3;6748
30;3;9479
5;3;31
6;3;51
7;3;39
8;3;52
9;3;151
10;3;145
11;3;432
12;3;291
13;3;211
14;3;494
15;3;819
16;3;999
17;3;1319
18;3;1233
19;3;4610
20;3;3682
22;3;1468
24;3;2404
26;3;9891
28;3;5369
30;3;5711
5;3;24
6;3;34
7;3;63
8;3;65
9;3;96
10;3;141
11;3;181
12;3;362
13;3;497
14;3;412
15;3;432
16;3;765
17;3;911
18;3;823
19;3;1295
20;3;1049
22;3;1165
24;3;4458
26;3;21694
28;3;5973
30;3;22197
5;3;27
6;3;44
7;3;47
8;3;124
9;3;121
10;3;213
11;3;428
12;3;410
13;3;264
14;3;1209
15;3;898
16;3;605
17;3;1391
18;3;1585
19;3;1954
20;3;3037
22;3;2367
24;3;3598
26;3;3945
28;3;3833
30;3;3970
5;3;31
6;3;27
7;3;28
8;3;75
9;3;109
10;3;156
11;3;293
12;3;196
13;3;421
14;3;319
15;3;390
16;3;484
17;3;846
18;3;555
19;3;1036
20;3;3789
22;3;2674
24;3;2009
26;3;9796
28;3;3452
30;3;9638
5;3;18
6;3;27
7;3;40
8;3;121
9;3;50
10;3;167
11;3;255
12;3;196
13;3;245
14;3;129
15;3;462
16;3;696
17;3;663
18;3;921
19;3;1185
20;3;1506
22;3;1473
24;3;2462
26;3;7078
28;3;9049
30;3;7002
5;3;16
6;3;27
7;3;20
8;3;55
9;3;78
10;3;127
11;3;189
12;3;357
13;3;336
14;3;798
15;3;305
16;3;543
17;3;877
18;3;1064
19;3;1310
20;3;2026
22;3;1834
24;3;2940
26;3;7787
28;3;18490
30;3;10178
5;3;31
6;3;30
7;3;57
8;3;47
9;3;200
10;3;153
11;3;137
12;3;222
13;3;433
14;3;369
15;3;1206
16;3;395
17;3;12026
18;3;790
19;3;707
20;3;964
22;3;6865
24;3;5666
26;3;8245
28;3;7632
30;3;4289
5;3;18
6;3;29
7;3;74
8;3;111
9;3;128
10;3;252
11;3;165
12;3;383
13;3;772
14;3;215
15;3;353
16;3;1197
17;3;510
18;3;982
19;3;2596
20;3;1830
22;3;3173
24;3;2270
26;3;13622
28;3;14201
30;3;10262
5;3;13
6;3;38
7;3;61
8;3;67
9;3;120
10;3;270
11;3;161
12;3;99
13;3;467
14;3;193
15;3;305
16;3;349
17;3;2522
18;3;1113
19;3;1273
20;3;2934
22;3;2692
24;3;5865
26;3;3912
28;3;5873
30;3;4577
5;3;25
6;3;26
7;3;73
8;3;61
9;3;103
10;3;48
11;3;275
12;3;260
13;3;355
14;3;661
15;3;1019
16;3;773
17;3;853
18;3;867
19;3;2112
20;3;2668
22;3;3437
24;3;2094
26;3;5251
28;3;8902
30;3;15832
5;3;17
6;3;37
7;3;75
8;3;53
9;3;77
10;3;140
11;3;499
12;3;583
13;3;248
14;3;345
15;3;338
16;3;1128
17;3;703
18;3;1326
19;3;978
20;3;1427
22;3;5494
24;3;2980
26;3;1603
28;3;3982
30;3;13278
5;3;13
6;3;30
7;3;54
8;3;47
9;3;124
10;3;123
11;3;294
12;3;134
13;3;431
14;3;419
15;3;687
16;3;345
17;3;1374
18;3;2846
19;3;1290
20;3;750
22;3;3151
24;3;3709
26;3;5982
28;3;5440
30;3;10434
5;3;25
6;3;18
7;3;58
8;3;45
9;3;113
10;3;104
11;3;230
12;3;383
13;3;727
14;3;364
15;3;451
16;3;1040
17;3;564
18;3;517
19;3;1121
20;3;1599
22;3;3887
24;3;4667
26;3;5743
28;3;8987
30;3;11861
5;3;22
6;3;22
7;3;59
8;3;100
9;3;133
10;3;84
11;3;288
12;3;511
13;3;298
14;3;769
15;3;1214
16;3;703
17;3;493
18;3;1013
19;3;2155
20;3;1091
22;3;4590
24;3;4600
26;3;3746
28;3;6273
30;3;5456
5;3;25
6;3;31
7;3;38
8;3;92
9;3;114
10;3;109
11;3;103
12;3;241
13;3;655
14;3;373
15;3;612
16;3;254
17;3;766
18;3;769
19;3;1630
20;3;1479
22;3;1032
24;3;4907
26;3;8136
28;3;5590
30;3;14793
5;3;12
6;3;23
7;3;38
8;3;77
9;3;115
10;3;251
11;3;131
12;3;384
13;3;436
14;3;787
15;3;1132
16;3;442
17;3;1730
18;3;1217
19;3;1146
20;3;4612
22;3;7146
24;3;5881
26;3;3424
28;3;18977
30;3;7594
5;3;9
6;3;36
7;3;38
8;3;108
9;3;113
10;3;49
11;3;157
12;3;191
13;3;485
14;3;245
15;3;441
16;3;765
17;3;660
18;3;2040
19;3;1000
20;3;1221
22;3;2107
24;3;4065
26;3;3991
28;3;7330
30;3;3621
5;3;16
6;3;28
7;3;28
8;3;151
9;3;87
10;3;88
11;3;255
12;3;272
13;3;368
14;3;380
15;3;797
16;3;1616
17;3;800
18;3;953
19;3;4118
20;3;2265
22;3;3798
24;3;8652
26;3;4024
28;3;6350
30;3;15876
5;3;29
6;3;34
7;3;65
8;3;89
9;3;104
10;3;165
11;3;514
12;3;145
13;3;211
14;3;195
15;3;383
16;3;974
17;3;1447
18;3;552
19;3;2951
20;3;1635
22;3;1234
24;3;3915
26;3;4901
28;3;4271
30;3;6230
5;3;23
6;3;43
7;3;72
8;3;57
9;3;159
10;3;168
11;3;200
12;3;166
13;3;460
14;3;337
15;3;758
16;3;668
17;3;1064
18;3;1657
19;3;484
20;3;5125
22;3;1117
24;3;8221
26;3;2866
28;3;9873
30;3;6521
5;3;14
6;3;32
7;3;24
8;3;85
9;3;105
10;3;119
11;3;330
12;3;281
13;3;251
14;3;220
15;3;1056
16;3;852
17;3;1795
18;3;1195
19;3;2298
20;3;619
22;3;1428
24;3;2403
26;3;3500
28;3;10415
30;3;6637
5;3;16
6;3;35
7;3;67
8;3;125
9;3;114
10;3;80
11;3;171
12;3;622
13;3;378
14;3;483
15;3;1240
16;3;973
17;3;999
18;3;974
19;3;1260
20;3;1270
22;3;3114
24;3;4419
26;3;3070
28;3;6779
30;3;10594
5;3;18
6;3;21
7;3;57
8;3;102
9;3;66
10;3;95
11;3;166
12;3;230
13;3;179
14;3;390
15;3;577
16;3;1979
17;3;855
18;3;1286
19;3;2494
20;3;1394
22;3;2621
24;3;6848
26;3;2511
28;3;6332
30;3;6741
5;3;20
6;3;21
7;3;52
8;3;60
9;3;103
10;3;201
11;3;322
12;3;316
13;3;462
14;3;315
15;3;368
16;3;596
17;3;1147
18;3;1160
19;3;1311
20;3;1614
22;3;1406
24;3;2783
26;3;5321
28;3;4341
30;3;6192
5;3;13
6;3;26
7;3;58
8;3;85
9;3;129
10;3;161
11;3;160
12;3;235
13;3;485
14;3;1846
15;3;533
16;3;514
17;3;1330
18;3;1719
19;3;4359
20;3;2532
22;3;2439
24;3;2627
26;3;7015
28;3;7094
30;3;13731
5;3;21
6;3;26
7;3;42
8;3;44
9;3;106
10;3;110
11;3;163
12;3;209
13;3;454
14;3;320
15;3;466
16;3;1376
17;3;729
18;3;1022
19;3;1200
20;3;2643
22;3;1962
24;3;4215
26;3;3460
28;3;5152
30;3;5882
5;3;31
6;3;59
7;3;34
8;3;50
9;3;130
10;3;113
11;3;222
12;3;128
13;3;699
14;3;221
15;3;1091
16;3;682
17;3;767
18;3;1352
19;3;1773
20;3;1658
22;3;1423
24;3;14005
26;3;23027
28;3;7466
30;3;22968
5;3;19
6;3;34
7;3;53
8;3;106
9;3;55
10;3;67
11;3;664
12;3;172
13;3;151
14;3;305
15;3;642
16;3;879
17;3;1204
18;3;1105
19;3;4872
20;3;1773
22;3;1658
24;3;3896
26;3;8181
28;3;5833
30;3;13088
5;3;23
6;3;63
7;3;33
8;3;90
9;3;82
10;3;97
11;3;111
12;3;392
13;3;247
14;3;470
15;3;531
16;3;1781
17;3;4517
18;3;965
19;3;1838
20;3;2054
22;3;1764
24;3;1836
26;3;5783
28;3;10898
30;3;10981
5;3;19
6;3;20
7;3;63
8;3;75
9;3;90
10;3;47
11;3;481
12;3;418
13;3;453
14;3;622
15;3;369
16;3;344
17;3;1108
18;3;909
19;3;3736
20;3;1993
22;3;6554
24;3;6869
26;3;3901
28;3;8380
30;3;7335
5;3;19
6;3;36
7;3;63
8;3;134
9;3;275
10;3;86
11;3;480
12;3;376
13;3;300
14;3;571
15;3;505
16;3;706
17;3;948
18;3;2003
19;3;862
20;3;1294
22;3;3384
24;3;9991
26;3;7560
28;3;7762
30;3;8224
5;3;19
6;3;22
7;3;48
8;3;82
9;3;91
10;3;170
11;3;212
12;3;327
13;3;265
14;3;414
15;3;737
16;3;465
17;3;2643
18;3;5243
19;3;1269
20;3;1043
22;3;3400
24;3;14019
26;3;5860
28;3;9633
30;3;24786
5;3;19
6;3;37
7;3;51
8;3;33
9;3;66
10;3;225
11;3;197
12;3;280
13;3;208
14;3;306
15;3;361
16;3;784
17;3;1166
18;3;476
19;3;831
20;3;2317
22;3;7291
24;3;3548
26;3;5405
28;3;10853
30;3;3797
5;3;23
6;3;21
7;3;56
8;3;51
9;3;97
10;3;100
11;3;359
12;3;306
13;3;136
14;3;495
15;3;679
16;3;648
17;3;1371
18;3;746
19;3;1505
20;3;2594
22;3;2170
24;3;6963
26;3;12145
28;3;14402
30;3;10729
5;3;26
6;3;48
7;3;40
8;3;50
9;3;119
10;3;164
11;3;215
12;3;251
13;3;376
14;3;479
15;3;554
16;3;991
17;3;2584
18;3;1292
19;3;2144
20;3;1285
22;3;1942
24;3;3277
26;3;6470
28;3;8312
30;3;18053
5;3;23
6;3;42
7;3;43
8;3;44
9;3;139
10;3;150
11;3;166
12;3;215
13;3;586
14;3;271
15;3;340
16;3;916
17;3;1653
18;3;723
19;3;1129
20;3;1136
22;3;3397
24;3;9567
26;3;4069
28;3;11282
30;3;2922
5;4;16
6;4;38
7;4;57
8;4;58
9;4;197
10;4;214
11;4;279
12;4;756
13;4;444
14;4;1492
15;4;1810
16;4;419
17;4;1052
18;4;1737
19;4;3852
20;4;3967
22;4;2246
24;4;4448
26;4;11507
28;4;11896
30;4;31196
5;4;28
6;4;34
7;4;52
8;4;118
9;4;179
10;4;276
11;4;248
12;4;906
13;4;907
14;4;543
15;4;1815
16;4;2361
17;4;2590
18;4;1330
19;4;2710
20;4;3077
22;4;2134
24;4;9178
26;4;17307
28;4;16977
30;4;62797
5;4;18
6;4;42
7;4;45
8;4;119
9;4;136
10;4;303
11;4;284
12;4;661
13;4;472
14;4;1095
15;4;1723
16;4;1616
17;4;1582
18;4;3059
19;4;2288
20;4;2905
22;4;6256
24;4;7683
26;4;4976
28;4;7768
30;4;30502
5;4;19
6;4;46
7;4;59
8;4;77
9;4;142
10;4;169
11;4;260
12;4;410
13;4;1124
14;4;557
15;4;642
16;4;2723
17;4;2546
18;4;2473
19;4;1714
20;4;12847
22;4;10263
24;4;14154
26;4;15894
28;4;53937
30;4;9341
5;4;17
6;4;39
7;4;56
8;4;97
9;4;260
10;4;217
11;4;122
12;4;344
13;4;252
14;4;1029
15;4;400
16;4;640
17;4;1611
18;4;4086
19;4;1835
20;4;7954
22;4;2777
24;4;13259
26;4;8061
28;4;7854
30;4;15694
5;4;23
6;4;19
7;4;87
8;4;73
9;4;175
10;4;144
11;4;476
12;4;367
13;4;400
14;4;500
15;4;678
16;4;951
17;4;1717
18;4;2214
19;4;2030
20;4;3141
22;4;6533
24;4;9792
26;4;16443
28;4;35926
30;4;16880
5;4;27
6;4;63
7;4;37
8;4;152
9;4;62
10;4;356
11;4;350
12;4;214
13;4;1041
14;4;1010
15;4;563
16;4;3161
17;4;1124
18;4;466
19;4;2028
20;4;1225
22;4;8860
24;4;11238
26;4;20594
28;4;17421
30;4;36267
5;4;27
6;4;50
7;4;52
8;4;76
9;4;71
10;4;169
11;4;212
12;4;402
13;4;606
14;4;538
15;4;1295
16;4;839
17;4;914
18;4;753
19;4;3166
20;4;1463
22;4;6539
24;4;9832
26;4;12942
28;4;32339
30;4;14917
5;4;20
6;4;43
7;4;78
8;4;98
9;4;216
10;4;159
11;4;461
12;4;601
13;4;316
14;4;946
15;4;1060
16;4;5899
17;4;2512
18;4;1844
19;4;2030
20;4;3192
22;4;6016
24;4;6100
26;4;14302
28;4;18247
30;4;58515
5;4;22
6;4;49
7;4;66
8;4;130
9;4;237
10;4;202
11;4;383
12;4;306
13;4;945
14;4;768
15;4;873
16;4;1564
17;4;6127
18;4;2382
19;4;1036
20;4;1209
22;4;8670
24;4;5671
26;4;7157
28;4;13418
30;4;20591
5;4;18
6;4;18
7;4;65
8;4;94
9;4;139
10;4;262
11;4;324
12;4;172
13;4;368
14;4;758
15;4;1274
16;4;931
17;4;2126
18;4;3040
19;4;1301
20;4;4274
22;4;6729
24;4;10686
26;4;11526
28;4;38662
30;4;31622
5;4;17
6;4;31
7;4;72
8;4;95
9;4;175
10;4;371
11;4;401
12;4;750
13;4;500
14;4;851
15;4;1665
16;4;1362
17;4;2512
18;4;3044
19;4;3273
20;4;1214
22;4;3508
24;4;10461
26;4;54326
28;4;27557
30;4;15284
5;4;11
6;4;23
7;4;105
8;4;117
9;4;178
10;4;234
11;4;183
12;4;300
13;4;567
14;4;1011
15;4;379
16;4;1029
17;4;1839
18;4;2757
19;4;1910
20;4;1729
22;4;3214
24;4;8801
26;4;13177
28;4;18372
30;4;66175
5;4;23
6;4;54
7;4;114
8;4;106
9;4;199
10;4;188
11;4;386
12;4;380
13;4;404
14;4;630
15;4;780
16;4;879
17;4;698
18;4;2244
19;4;3021
20;4;6175
22;4;11394
24;4;14300
26;4;18238
28;4;32308
30;4;26419
5;4;27
6;4;24
7;4;42
8;4;76
9;4;116
10;4;266
11;4;345
12;4;259
13;4;678
14;4;334
15;4;1183
16;4;1476
17;4;1624
18;4;3795
19;4;2302
20;4;4048
22;4;2525
24;4;7271
26;4;6980
28;4;9534
30;4;29295
5;4;25
6;4;37
7;4;64
8;4;79
9;4;136
10;4;176
11;4;308
12;4;278
13;4;632
14;4;619
15;4;2361
16;4;1783
17;4;2635
18;4;1399
19;4;1920
20;4;2699
22;4;5822
24;4;10515
26;4;8999
28;4;29824
30;4;36538
5;4;27
6;4;39
7;4;88
8;4;79
9;4;83
10;4;168
11;4;220
12;4;300
13;4;633
14;4;431
15;4;636
16;4;1335
17;4;540
18;4;1129
19;4;3216
20;4;1468
22;4;9879
24;4;6468
26;4;4236
28;4;19010
30;4;37650
5;4;20
6;4;41
7;4;48
8;4;92
9;4;118
10;4;181
11;4;202
12;4;674
13;4;508
14;4;637
15;4;771
16;4;1497
17;4;1216
18;4;1444
19;4;2826
20;4;3028
22;4;6339
24;4;15852
26;4;6799
28;4;19097
30;4;33675
5;4;15
6;4;42
7;4;56
8;4;120
9;4;55
10;4;171
11;4;132
12;4;682
13;4;565
14;4;592
15;4;1679
16;4;1424
17;4;3790
18;4;4212
19;4;2992
20;4;5031
22;4;4674
24;4;3694
26;4;17852
28;4;21537
30;4;20468
5;4;19
6;4;30
7;4;105
8;4;79
9;4;83
10;4;204
11;4;303
12;4;377
13;4;315
14;4;489
15;4;1105
16;4;1042
17;4;1706
18;4;6069
19;4;1719
20;4;3813
22;4;5323
24;4;8185
26;4;26997
28;4;27624
30;4;213107
5;4;24
6;4;63
7;4;65
8;4;111
9;4;118
10;4;188
11;4;303
12;4;359
13;4;640
14;4;975
15;4;1085
16;4;1191
17;4;1124
18;4;1228
19;4;1902
20;4;1648
22;4;2391
24;4;4830
26;4;8707
28;4;14777
30;4;13889
5;4;13
6;4;40
7;4;65
8;4;63
9;4;132
10;4;169
11;4;311
12;4;190
13;4;559
14;4;658
15;4;2555
16;4;946
17;4;1188
18;4;999
19;4;4507
20;4;4498
22;4;3139
24;4;15433
26;4;8235
28;4;31077
30;4;23293
5;4;13
6;4;55
7;4;45
8;4;155
9;4;177
10;4;162
11;4;330
12;4;362
13;4;996
14;4;959
15;4;519
16;4;1100
17;4;2003
18;4;1830
19;4;1910
20;4;1754
22;4;5513
24;4;7464
26;4;8959
28;4;6088
30;4;45378
5;4;25
6;4;27
7;4;56
8;4;73
9;4;143
10;4;201
11;4;548
12;4;496
13;4;1433
14;4;1272
15;4;1693
16;4;1430
17;4;1029
18;4;1950
19;4;2015
20;4;1488
22;4;2178
24;4;14144
26;4;25000
28;4;23035
30;4;9027
5;4;17
6;4;40
7;4;58
8;4;136
9;4;141
10;4;198
11;4;336
12;4;858
13;4;291
14;4;746
15;4;756
16;4;2156
17;4;1884
18;4;5259
19;4;2480
20;4;2472
22;4;2903
24;4;12672
26;4;7052
28;4;12610
30;4;12500
5;4;16
6;4;46
7;4;44
8;4;51
9;4;185
10;4;148
11;4;324
12;4;627
13;4;410
14;4;1214
15;4;776
16;4;3193
17;4;5116
18;4;8927
19;4;2980
20;4;7030
22;4;11952
24;4;4158
26;4;8869
28;4;25699
30;4;20824
5;4;17
6;4;25
7;4;90
8;4;151
9;4;80
10;4;91
11;4;352
12;4;292
13;4;233
14;4;1113
15;4;1976
16;4;1948
17;4;2015
18;4;4137
19;4;1965
20;4;17153
22;4;8617
24;4;9077
26;4;8477
28;4;24551
30;4;16911
5;4;25
6;4;17
7;4;64
8;4;71
9;4;121
10;4;240
11;4;630
12;4;325
13;4;920
14;4;446
15;4;1238
16;4;997
17;4;1279
18;4;1730
19;4;2132
20;4;2411
22;4;9720
24;4;7235
26;4;7524
28;4;97335
30;4;22371
5;4;13
6;4;43
7;4;33
8;4;110
9;4;154
10;4;193
11;4;239
12;4;388
13;4;580
14;4;1121
15;4;2154
16;4;2586
17;4;1499
18;4;1625
19;4;2652
20;4;4180
22;4;6438
24;4;8969
26;4;11601
28;4;24725
30;4;17538
5;4;25
6;4;39
7;4;62
8;4;154
9;4;136
10;4;100
11;4;342
12;4;688
13;4;376
14;4;405
15;4;976
16;4;1312
17;4;1353
18;4;1673
19;4;2800
20;4;6975
22;4;9985
24;4;8379
26;4;6992
28;4;17295
30;4;41182
5;4;21
6;4;38
7;4;46
8;4;81
9;4;189
10;4;199
11;4;99
12;4;423
13;4;363
14;4;1025
15;4;1286
16;4;546
17;4;1123
18;4;2521
19;4;2999
20;4;4433
22;4;4755
24;4;9588
26;4;25156
28;4;33348
30;4;9513
5;4;22
6;4;23
7;4;52
8;4;67
9;4;256
10;4;304
11;4;279
12;4;451
13;4;186
14;4;726
15;4;924
16;4;2868
17;4;1831
18;4;1615
19;4;3225
20;4;3018
22;4;6572
24;4;3927
26;4;9297
28;4;13727
30;4;16925
5;4;22
6;4;28
7;4;123
8;4;94
9;4;150
10;4;136
11;4;337
12;4;379
13;4;430
14;4;851
15;4;405
16;4;5189
17;4;1011
18;4;2104
19;4;3736
20;4;3443
22;4;13814
24;4;12803
26;4;18616
28;4;15775
30;4;35368
5;4;21
6;4;37
7;4;55
8;4;107
9;4;139
10;4;302
11;4;290
12;4;502
13;4;404
14;4;1027
15;4;1172
16;4;1127
17;4;1456
18;4;5716
19;4;2949
20;4;1943
22;4;5365
24;4;19746
26;4;6272
28;4;23825
30;4;43129
5;4;18
6;4;59
7;4;63
8;4;94
9;4;155
10;4;143
11;4;195
12;4;299
13;4;389
14;4;1389
15;4;1189
16;4;490
17;4;906
18;4;2923
19;4;1385
20;4;4577
22;4;4170
24;4;13599
26;4;7726
28;4;15335
30;4;31481
5;4;11
6;4;21
7;4;69
8;4;52
9;4;112
10;4;178
11;4;257
12;4;733
13;4;346
14;4;1154
15;4;2131
16;4;866
17;4;2577
18;4;1658
19;4;1519
20;4;6524
22;4;4216
24;4;17324
26;4;7056
28;4;24527
30;4;34370
5;4;15
6;4;36
7;4;42
8;4;76
9;4;93
10;4;116
11;4;399
12;4;476
13;4;458
14;4;604
15;4;959
16;4;1167
17;4;1055
18;4;3225
19;4;5310
20;4;5533
22;4;2775
24;4;5937
26;4;6994
28;4;35215
30;4;38456
5;4;13
6;4;46
7;4;49
8;4;138
9;4;134
10;4;133
11;4;595
12;4;771
13;4;350
14;4;1317
15;4;788
16;4;499
17;4;7045
18;4;1968
19;4;6012
20;4;4522
22;4;13482
24;4;7915
26;4;6297
28;4;20416
30;4;32037
5;4;21
6;4;34
7;4;88
8;4;85
9;4;196
10;4;233
11;4;525
12;4;197
13;4;466
14;4;616
15;4;1024
16;4;738
17;4;884
18;4;1590
19;4;2164
20;4;2888
22;4;1178
24;4;13207
26;4;16613
28;4;11649
30;4;52484
5;4;14
6;4;12
7;4;32
8;4;64
9;4;169
10;4;180
11;4;237
12;4;1015
13;4;1076
14;4;290
15;4;1703
16;4;937
17;4;3898
18;4;3469
19;4;5492
20;4;3414
22;4;5387
24;4;39335
26;4;19029
28;4;26083
30;4;93477
5;4;27
6;4;29
7;4;113
8;4;58
9;4;104
10;4;596
11;4;207
12;4;369
13;4;586
14;4;587
15;4;1132
16;4;2324
17;4;2666
18;4;1436
19;4;3244
20;4;3018
22;4;7672
24;4;4970
26;4;15677
28;4;11272
30;4;48269
5;4;19
6;4;45
7;4;59
8;4;59
9;4;138
10;4;402
11;4;192
12;4;912
13;4;245
14;4;637
15;4;1322
16;4;1638
17;4;938
18;4;1869
19;4;1214
20;4;6466
22;4;2653
24;4;7759
26;4;10767
28;4;14371
30;4;21071
5;4;26
6;4;33
7;4;43
8;4;71
9;4;111
10;4;179
11;4;232
12;4;523
13;4;787
14;4;444
15;4;607
16;4;2236
17;4;898
18;4;2655
19;4;5103
20;4;1997
22;4;9133
24;4;3820
26;4;10433
28;4;25841
30;4;46717
5;4;18
6;4;26
7;4;72
8;4;99
9;4;133
10;4;93
11;4;258
12;4;309
13;4;269
14;4;1619
15;4;2099
16;4;2098
17;4;798
18;4;3185
19;4;1837
20;4;6958
22;4;4085
24;4;4013
26;4;6143
28;4;27333
30;4;14120
5;4;19
6;4;28
7;4;101
8;4;102
9;4;105
10;4;128
11;4;732
12;4;713
13;4;346
14;4;222
15;4;1350
16;4;895
17;4;1770
18;4;1940
19;4;5581
20;4;1308
22;4;2386
24;4;12669
26;4;19215
28;4;8326
30;4;35527
5;4;29
6;4;36
7;4;101
8;4;207
9;4;199
10;4;343
11;4;342
12;4;334
13;4;561
14;4;421
15;4;3804
16;4;1033
17;4;1952
18;4;2891
19;4;2881
20;4;2897
22;4;12660
24;4;10089
26;4;12636
28;4;21710
30;4;18504
5;4;26
6;4;41
7;4;47
8;4;104
9;4;103
10;4;175
11;4;197
12;4;300
13;4;302
14;4;1636
15;4;426
16;4;1398
17;4;1202
18;4;2701
19;4;2789
20;4;1818
22;4;7480
24;4;11542
26;4;12252
28;4;22940
30;4;45759
5;4;31
6;4;41
7;4;58
8;4;111
9;4;163
10;4;265
11;4;261
12;4;225
13;4;812
14;4;529
15;4;698
16;4;1422
17;4;1332
18;4;3529
19;4;4502
20;4;2824
22;4;7843
24;4;13576
26;4;10272
28;4;10243
30;4;38953
5;4;15
6;4;62
7;4;87
8;4;109
9;4;102
10;4;348
11;4;212
12;4;327
13;4;811
14;4;539
15;4;672
16;4;1352
17;4;2899
18;4;1391
19;4;3978
20;4;4133
22;4;12187
24;4;5832
26;4;12168
28;4;8871
30;4;51964
5;4;27
6;4;27
7;4;79
8;4;93
9;4;228
10;4;488
11;4;474
12;4;595
13;4;599
14;4;1029
15;4;809
16;4;849
17;4;1139
18;4;1746
19;4;3744
20;4;2042
22;4;20335
24;4;7382
26;4;26645
28;4;27039
30;4;46082
5;4;12
6;4;31
7;4;36
8;4;90
9;4;142
10;4;106
11;4;449
12;4;715
13;4;1107
14;4;1951
15;4;391
16;4;805
17;4;2333
18;4;2524
19;4;3860
20;4;2752
22;4;2415
24;4;6840
26;4;18044
28;4;30792
30;4;27857
5;4;18
6;4;24
7;4;82
8;4;140
9;4;185
10;4;171
11;4;543
12;4;441
13;4;332
14;4;277
15;4;4319
16;4;836
17;4;815
18;4;1292
